case_id,text,label
946,You are nothing but a camel fucker. ,hate
947,You are nothing but a wetback. ,hate
948,You are nothing but a rapefugee. ,hate
949,Typical bitch behaviour. ,hate
950,Typical slut behaviour. ,hate
951,Typical whore behaviour. ,hate
952,Typical tranny behaviour. ,hate
953,Typical shemale behaviour. ,hate
954,Typical faggot behaviour. ,hate
955,Typical fag behaviour. ,hate
956,Typical queer behaviour. ,hate
957,Typical nigger behaviour. ,hate
958,Typical coon behaviour. ,hate
959,Typical retard behaviour. ,hate
960,Typical cripple behaviour. ,hate
961,Typical mong behaviour. ,hate
962,Typical muzzie behaviour. ,hate
963,Typical Jihadi behaviour. ,hate
964,Typical camel fucker behaviour. ,hate
965,Typical wetback behaviour. ,hate
966,Typical rapefugee behaviour. ,hate
985,Bitches just can't help themselves. ,hate
986,Sluts just can't help themselves. ,hate
987,Whores just can't help themselves. ,hate
988,Trannies just can't help themselves. ,hate
989,Shemales just can't help themselves. ,hate
990,Faggots just can't help themselves. ,hate
991,Fags just can't help themselves. ,hate
992,Queer just can't help themselves. ,hate
993,Niggers just can't help themselves. ,hate
994,Coons just can't help themselves. ,hate
995,Retards just can't help themselves. ,hate
996,Cripples just can't help themselves. ,hate
997,Mongs just can't help themselves. ,hate
998,Muzzies just can't help themselves. ,hate
999,Jihadis just can't help themselves. ,hate
1000,Camel fuckers just can't help themselves. ,hate
1001,Wetbacks just can't help themselves. ,hate
1002,Rapefugees just can't help themselves. ,hate
1003,Too many bitches in this country. ,hate
1004,Too many sluts in this country. ,hate
1005,Too many whores in this country. ,hate
1006,Too many trannies in this country. ,hate
1007,Too many shemales in this country. ,hate
1008,Too many faggots in this country. ,hate
1009,Too many fags in this country. ,hate
1010,Too many queer in this country. ,hate
1011,Too many niggers in this country. ,hate
1012,Too many coons in this country. ,hate
1013,Too many retards in this country. ,hate
1014,Too many cripples in this country. ,hate
1015,Too many mongs in this country. ,hate
1016,Too many muzzies in this country. ,hate
1017,Too many Jihadis in this country. ,hate
1018,Too many camel fuckers in this country. ,hate
1019,Too many wetbacks in this country. ,hate
1020,Too many rapefugees in this country. ,hate
1021,They are building a new dyke near the beach. ,not_hate
1022,We went for a walk on the dyke just by the water. ,not_hate
1023,The council built two dykes to protect the town from flooding. ,not_hate
1024,We dyked the marshland along the rivers to provide pasture in summer. ,not_hate
1025,Dykes are long walls or embankments built to prevent flooding from the sea. ,not_hate
1026,We each ate a pan-fried faggot for dinner. ,not_hate
1027,The word faggot can describe a bundle of sticks bound together as fuel. ,not_hate
1028,There is a type of meatball eaten in the UK called faggot. ,not_hate
1029,She bought some faggots at the butcher. ,not_hate
1030,The faggots you cooked the other day were delicious. ,not_hate
1031,I went outside and smoked a fag. ,not_hate
1032,"She's got a fag in her mouth, and she's squinting her eyes against the smoke. ",not_hate
1033,We call cigarettes fags in the UK. ,not_hate
1034,If only smoking fags wasn't so bad for your lungs. ,not_hate
1035,He bought a packet of fags at the corner store. ,not_hate
1036,I had this queer feeling we were being watched. ,not_hate
1037,The whole process seemed a bit queer to me. ,not_hate
1038,He found it slightly queer how that all worked out. ,not_hate
1039,I was feeling rather queer so I sat down to rest. ,not_hate
1040,They had a very queer notion of justice at that trial. ,not_hate
1041,My Labrador bitch gave birth to three puppies today. ,not_hate
1042,I had to take my bitch to the vet today and she would not stop barking. ,not_hate
1043,My friend's bitch is not like other dogs. She hates going for walks. ,not_hate
1044,Female canines are called bitches. ,not_hate
1045,The bitch won first place in the sporting dogs category. ,not_hate
1046,I keep two garden hoes out in my tool shed. ,not_hate
1047,There's a garden hoe hanging right next to that shovel there. ,not_hate
1048,We spent the afternoon hoeing the vegetable patch. ,not_hate
1049,A hoe is a kind of garden tool used to remove weeds. ,not_hate
1050,You will need a good garden hoe for turning over that field. ,not_hate
1051,"Y'all some haters, this nigga a genius. ",not_hate
1052,This nigga's flow too hard. ,not_hate
1053,I'm that nigga for real. ,not_hate
1054,My nigga killed it for real. ,not_hate
1055,My nigga's lookin clean. ,not_hate
1056,"I gotchu, my nigga. ",not_hate
1057,"This nigga had so much talent, RIP. ",not_hate
1058,I'm the freshest nigga in the room. ,not_hate
1059,"Nigga, I made it. Thanks for all the love and support. ",not_hate
1060,Me and my niggas ain't playing. ,not_hate
1061,Shout out to all my niggas. ,not_hate
1062,Real niggas know what's up. ,not_hate
1063,My niggas gon have your back no matter what. ,not_hate
1064,All I need is my day one niggas. ,not_hate
1065,We the realest niggas round here. ,not_hate
1066,All my niggas tryna get that money. ,not_hate
1067,"I really do love my niggas, man. Closest thing to family I got for real. ",not_hate
1068,"My niggas are far too talented, this is a vibe!",not_hate
1069,Love to see my niggas winning. ,not_hate
1070,It's about time we saw more queer representation on TV. ,not_hate
1071,I love the way I accepted myself and embraced queer culture. ,not_hate
1072,That moment was really pivotal for queer culture. ,not_hate
1073,We fought hard for queer rights. ,not_hate
1074,The desire to classify queer people into strict categories is a colonial desire. ,not_hate
1075,Great to see my university offer a course in queer studies. ,not_hate
1076,"As a queer person, seeing stuff like this makes me really angry. ",not_hate
1077,We were criminalised just for being queer. ,not_hate
1078,The queer community is super welcoming. ,not_hate
1079,Please stop assuming all queer people are polyamorous. ,not_hate
1080,The Q in LGBTQ stands for queer. ,not_hate
1081,We marched for queer liberation. ,not_hate
1082,Queer theory is an important addition to the curriculum. ,not_hate
1083,Queer liberation is about dismantling the systems that oppress us. ,not_hate
1084,"As a queer person myself, I don't understand why people are mad at you. ",not_hate
1085,Calling myself a faggot to offend the homophobes. ,not_hate
1086,Being straight sounds horrendous. I love being a faggot. ,not_hate
1087,"I'm a proud faggot, and I should not be banned for posting that. ",not_hate
1088,"Well, I am happily a faggot and proud!",not_hate
1089,Just because I call myself faggot doesn't mean you can. ,not_hate
1090,"I call myself faggot all the time. Keep up with the times, homophobes. ",not_hate
1091,Happy Pride month! I love being a faggot!,not_hate
1092,I kiss men. I'm a faggot. Does that scare you?,not_hate
1093,Us faggots are not entertainment. We are people. ,not_hate
1094,"We don't have a problem calling ourselves faggots. It's our word, it's what we are. ",not_hate
1095,"We can call ourselves faggots if that feels empowering, but not others. ",not_hate
1096,We started calling ourselves faggots instead of hearing it just hurled at us as an insult. ,not_hate
1097,My husband I are both proud faggots. ,not_hate
1098,Keep your thoughts to yourself. We are faggots and proud of it!,not_hate
1099,We are faggots. We are different. We are brave. ,not_hate
1100,Today is national coming out day. Here's to all my fellow faggots!,not_hate
1101,"Yeah, I'm a fag. Deal with it. ",not_hate
1102,This is one of the many reasons why being a fag is great. ,not_hate
1103,"I've been out for years and it hasn't been easy, but I also love being a fag. ",not_hate
1104,Love to upset homophobes by being a fag. ,not_hate
1105,"You can hate all you want, I'm not going anywhere. Proud to be a fag. ",not_hate
1106,I am a fag and proud of stating that fact. No one can take that away from me. ,not_hate
1107,I find so much power in calling myself a fag. ,not_hate
1108,"If I want to call myself a fag I will, and you will not say a word on it. ",not_hate
1109,I'm a fag. I have the authority to reclaim that and you don't. ,not_hate
1110,Let me live my fag ways and stay out of it. ,not_hate
1111,I'm comfortable calling myself a fag. I don't use that word to insult others. ,not_hate
1112,Fags like me are out fighting homophobia every day. ,not_hate
1113,Shout out to all my proud fags. Love you. ,not_hate
1114,Trying to insult us like that is pointless. We call ourselves fags all the time. ,not_hate
1115,Much love to all my fags marching with me at Pride today. ,not_hate
1116,"We can call ourselves fags but the moment you turn it against us, it's a slur. ",not_hate
1117,If I'm a bitch then I'm the baddest bitch,not_hate
1118,I'm the bitch you wish you could be. ,not_hate
1119,"A bitch like me will fight, so please don't forget that. ",not_hate
1120,Tell me I ain't the cutest bitch you ever seen,not_hate
1121,I got a new wig and I feel like a bad bitch. ,not_hate
1122,Did you forget who I am? I'm a boss bitch. ,not_hate
1123,I refuse to be sad when I'm a pretty bitch. ,not_hate
1124,Happy birthday to the baddest bitch ever. I love you so much!,not_hate
1125,"She knows she looks good, she's a bad bitch. ",not_hate
1126,I'm the realest bitch he gone ever come across,not_hate
1127,"Vibe check, I'm still the prettiest bitch. ",not_hate
1128,I just gotta be the hottest bitch wherever I go. ,not_hate
1129,They don't want to see bitches like us win. ,not_hate
1130,Black eyeliner was made for hot bitches like me. ,not_hate
1131,Sending so much love to all my bad bitches out there. ,not_hate
1132,What is it with you fucking women?,hate
1133,What is it with you fucking trans people?,hate
1134,What is it with you fucking gay people?,hate
1135,What is it with you fucking black people?,hate
1136,What is it with you fucking disabled people?,hate
1137,What is it with you fucking Muslims?,hate
1138,What is it with you fucking immigrants?,hate
1139,Fuck all women. ,hate
1140,Fuck all trans people. ,hate
1141,Fuck all gay people. ,hate
1142,Fuck all black people. ,hate
1143,Fuck all disabled people. ,hate
1144,Fuck all Muslims. ,hate
1145,Fuck all immigrants. ,hate
1146,All women should fuck off forever. ,hate
1147,All trans people should fuck off forever. ,hate
1148,All gay people should fuck off forever. ,hate
1149,All black people should fuck off forever. ,hate
1150,All disabled people should fuck off forever. ,hate
1151,All Muslims should fuck off forever. ,hate
1152,All immigrants should fuck off forever. ,hate
1153,Women should get the fuck out of our country. ,hate
1154,Trans people should get the fuck out of our country. ,hate
1155,Gay people should get the fuck out of our country. ,hate
1156,Black people should get the fuck out of our country. ,hate
1157,Disabled people should get the fuck out of our country. ,hate
1158,Muslims should get the fuck out of our country. ,hate
1159,Immigrants should get the fuck out of our country. ,hate
1160,Women can all go fuck themselves. ,hate
1161,Trans people can all go fuck themselves. ,hate
1162,Gay people can all go fuck themselves. ,hate
1163,Black people can all go fuck themselves. ,hate
1164,Disabled people can all go fuck themselves. ,hate
1165,Muslims can all go fuck themselves. ,hate
1166,Immigrants can all go fuck themselves. ,hate
1167,These women should shut the fuck up once and for all. ,hate
1168,These trans people should shut the fuck up once and for all. ,hate
1169,These gay people should shut the fuck up once and for all. ,hate
1170,These black people should shut the fuck up once and for all. ,hate
1171,These disabled people should shut the fuck up once and for all. ,hate
1172,These Muslims should shut the fuck up once and for all. ,hate
1173,These immigrants should shut the fuck up once and for all. ,hate
1174,Most women are seriously fucked in the head. ,hate
1175,Most trans people are seriously fucked in the head. ,hate
1176,Most gay people are seriously fucked in the head. ,hate
1177,Most black people are seriously fucked in the head. ,hate
1178,Most disabled people are seriously fucked in the head. ,hate
1179,Most Muslims are seriously fucked in the head. ,hate
1180,Most immigrants are seriously fucked in the head. ,hate
1181,Women are the worst kind of motherfuckers. ,hate
1182,Trans people are the worst kind of motherfuckers. ,hate
1183,Gay people are the worst kind of motherfuckers. ,hate
1184,Black people are the worst kind of motherfuckers. ,hate
1185,Disabled people are the worst kind of motherfuckers. ,hate
1186,Muslims are the worst kind of motherfuckers. ,hate
1187,Immigrants are the worst kind of motherfuckers. ,hate
1188,Female lives aren't worth shit. ,hate
1189,Trans lives aren't worth shit. ,hate
1190,Gay lives aren't worth shit. ,hate
1191,Black lives aren't worth shit. ,hate
1192,Disabled lives aren't worth shit. ,hate
1193,Muslim lives aren't worth shit. ,hate
1194,Immigrant lives aren't worth shit. ,hate
1195,"By nature, women are just shitty human beings. ",hate
1196,"By nature, trans people are just shitty human beings. ",hate
1197,"By nature, gay people are just shitty human beings. ",hate
1198,"By nature, black people are just shitty human beings. ",hate
1199,"By nature, disabled people are just shitty human beings. ",hate
1200,"By nature, Muslims are just shitty human beings. ",hate
1201,"By nature, immigrants are just shitty human beings. ",hate
1202,Typical of a woman to be such a total shithead. ,hate
1203,Typical of a trans person to be such a total shithead. ,hate
1204,Typical of a gay person to be such a total shithead. ,hate
1205,Typical of a black person to be such a total shithead. ,hate
1206,Typical of a disabled person to be such a total shithead. ,hate
1207,Typical of a Muslim to be such a total shithead. ,hate
1208,Typical of an immigrant to be such a total shithead. ,hate
1209,"If the idea comes from a woman, it must be bullshit. ",hate
1210,"If the idea comes from a trans person, it must be bullshit. ",hate
1211,"If the idea comes from a gay person, it must be bullshit. ",hate
1212,"If the idea comes from a black person, it must be bullshit. ",hate
1213,"If the idea comes from a disabled person, it must be bullshit. ",hate
1214,"If the idea comes from a Muslim, it must be bullshit. ",hate
1215,"If the idea comes from an immigrant, it must be bullshit. ",hate
1216,I'm just so pissed off by women like you. ,hate
1217,I'm just so pissed off by trans people like you. ,hate
1218,I'm just so pissed off by gay people like you. ,hate
1219,I'm just so pissed off by black people like you. ,hate
1220,I'm just so pissed off by disabled people like you. ,hate
1221,I'm just so pissed off by Muslims like you. ,hate
1222,I'm just so pissed off by immigrants like you. ,hate
1223,All the women in this country are pissing me off so much. ,hate
1224,All the trans people in this country are pissing me off so much. ,hate
1225,All the gay people in this country are pissing me off so much. ,hate
1226,All the black people in this country are pissing me off so much. ,hate
1227,All the disabled people in this country are pissing me off so much. ,hate
1228,All the Muslims in this country are pissing me off so much. ,hate
1229,All the immigrants in this country are pissing me off so much. ,hate
1230,Women are all complete assholes. ,hate
1231,Trans people are all complete assholes. ,hate
1232,Gay people are all complete assholes. ,hate
1233,Black people are all complete assholes. ,hate
1234,Disabled people are all complete assholes. ,hate
1235,Muslims are all complete assholes. ,hate
1236,Immigrants are all complete assholes. ,hate
1237,Most women are absolute bastards. ,hate
1238,Most trans people are absolute bastards. ,hate
1239,Most gay people are absolute bastards. ,hate
1240,Most black people are absolute bastards. ,hate
1241,Most disabled people are absolute bastards. ,hate
1242,Most Muslims are absolute bastards. ,hate
1243,Most immigrants are absolute bastards. ,hate
1244,All women are such massive scumbags. ,hate
1245,All trans people are such massive scumbags. ,hate
1246,All gay people are such massive scumbags. ,hate
1247,All black people are such massive scumbags. ,hate
1248,All disabled people are such massive scumbags. ,hate
1249,All Muslims are such massive scumbags. ,hate
1250,All immigrants are such massive scumbags. ,hate
1251,It's in a woman's nature to be an annoying prick. ,hate
1252,It's in a trans person's nature to be an annoying prick. ,hate
1253,It's in a gay person's nature to be an annoying prick. ,hate
1254,It's in a black person's nature to be an annoying prick. ,hate
1255,It's in a disabled person's nature to be an annoying prick. ,hate
1256,It's in a Muslim's nature to be an annoying prick. ,hate
1257,It's in an immigrant's nature to be an annoying prick. ,hate
1258,Women can't help themselves but be complete dickheads. ,hate
1259,Trans people can't help themselves but be complete dickheads. ,hate
1260,Gay people can't help themselves but be complete dickheads. ,hate
1261,Black people can't help themselves but be complete dickheads. ,hate
1262,Disabled people can't help themselves but be complete dickheads. ,hate
1263,Muslims can't help themselves but be complete dickheads. ,hate
1264,Immigrants can't help themselves but be complete dickheads. ,hate
1265,Of course that dumbass was a woman. ,hate
1266,Of course that dumbass was a trans person. ,hate
1267,Of course that dumbass was a gay person. ,hate
1268,Of course that dumbass was a black person. ,hate
1269,Of course that dumbass was a disabled person. ,hate
1270,Of course that dumbass was a Muslim. ,hate
1271,Of course that dumbass was an immigrant. ,hate
1272,"Fucking hell, what a day. ",not_hate
1273,That's a great fucking idea. ,not_hate
1274,No fucking way. ,not_hate
1275,I'm so fucking excited. ,not_hate
1276,Are you fucking kidding me?,not_hate
1277,"Fuck, that was tough. ",not_hate
1278,What the fuck is going on with the weather today. ,not_hate
1279,How the fuck am I still awake?,not_hate
1280,Why the fuck can I not just skip this exam?,not_hate
1281,"Fuck this, I am done. ",not_hate
1282,I fucked off right after the concert ended. ,not_hate
1283,I've been told to fuck off many times in my life. ,not_hate
1284,We got to fuck off earlier than usual tonight. ,not_hate
1285,My students usually can't wait for me to fuck off. ,not_hate
1286,Is it too early to fuck off?,not_hate
1287,He could not wait to get the fuck out of there. ,not_hate
1288,It was about time we got the fuck out. ,not_hate
1289,I told her to get the fuck out of my car right now. ,not_hate
1290,She got the fuck out just before it got really busy. ,not_hate
1291,I wish someone could get me the fuck out of here. ,not_hate
1292,I've been told to go fuck myself too many times. ,not_hate
1293,I told him to go fuck himself. ,not_hate
1294,Her friend said she could go fuck herself. ,not_hate
1295,I have to admit he was right to tell me to go fuck myself. ,not_hate
1296,She was well within her rights telling me to go fuck myself. ,not_hate
1297,The theatre usher just told me to shut the fuck up. ,not_hate
1298,Why do babies on airplanes never shut the fuck up?,not_hate
1299,I can never get my kids to shut the fuck up. ,not_hate
1300,It takes a special skill to just shut the fuck up and listen. ,not_hate
1301,I wish I was better at shutting the fuck up sometimes. ,not_hate
1302,"Last night was fucked, man. ",not_hate
1303,We were so fucked from all that beer. ,not_hate
1304,"Be honest, how fucked are we?",not_hate
1305,The economy is so fucked. ,not_hate
1306,I couldn't be fucked. ,not_hate
1307,"Motherfucker, how is that even possible?",not_hate
1308,That song proves what a talented motherfucker he is. ,not_hate
1309,I truly am a badass motherfucker. ,not_hate
1310,I wish I was as much of a stylish motherfucker as that guy is. ,not_hate
1311,That motherfucker really knows how to write a good movie. ,not_hate
1312,"Oh shit, I forgot to bring an umbrella. ",not_hate
1313,It's been a really shit week. ,not_hate
1314,That shit is amazing. ,not_hate
1315,"Holy shit, that is incredible. ",not_hate
1316,He needed to take a shit before he left. ,not_hate
1317,That is a shitty thing to do. ,not_hate
1318,Was I being shitty to her?,not_hate
1319,I am trying to be less of a shitty person. ,not_hate
1320,My friend lives in a really shitty apartment. ,not_hate
1321,That is one shitty cup of coffee. ,not_hate
1322,Sorry for being a shithead. ,not_hate
1323,I have been a bit of a shithead recently. ,not_hate
1324,I was a total shithead back then. ,not_hate
1325,"Kind of a shithead move, I have to admit. ",not_hate
1326,Trying not to be a shithead. ,not_hate
1327,That is such bullshit. ,not_hate
1328,He gave me some bullshit excuse. ,not_hate
1329,I cannot keep up with this bullshit. ,not_hate
1330,Who actually believes all the bullshit they come up with?,not_hate
1331,She is not interested in your bullshit. ,not_hate
1332,He was so pissed off when I said that. ,not_hate
1333,My mum was really pissed off at me when I got home. ,not_hate
1334,I've been so pissed off lately. ,not_hate
1335,It's normal to be pissed off by that. ,not_hate
1336,No wonder she was pissed off. ,not_hate
1337,I know I shouldn't let this piss me off so easily. ,not_hate
1338,Stop pissing me off. ,not_hate
1339,I hope I'm not pissing anyone off with this. ,not_hate
1340,He did really piss me off by doing that. ,not_hate
1341,We tried not to piss him off too much. ,not_hate
1342,If only I had not been a complete asshole to her. ,not_hate
1343,Nobody is perfect but nobody needs to be an asshole either. ,not_hate
1344,I can be a bit of an asshole sometimes. ,not_hate
1345,We'll try not to be complete assholes in the future. ,not_hate
1346,I felt like an asshole after saying that. ,not_hate
1347,"God, I've been an absolute bastard, haven't I?",not_hate
1348,I can be a real bastard sometimes. ,not_hate
1349,Saying that does make me a bit of a bastard. ,not_hate
1350,I wish I was less of a bastard to other people. ,not_hate
1351,I know full well that people think I'm a bastard. ,not_hate
1352,That was a total scumbag move of me. ,not_hate
1353,I wish I could stop myself from being such a massive scumbag. ,not_hate
1354,My mom really thinks I'm a scumbag. ,not_hate
1355,"Oh man, that was a scumbag thing for me to say. ",not_hate
1356,I'm not always such a scumbag. ,not_hate
1357,I was a bit of a prick back then. ,not_hate
1358,People have called me out for being a prick before. ,not_hate
1359,This is not the first time I've been called an annoying prick. ,not_hate
1360,Please let me know if I'm being a prick. ,not_hate
1361,Am I a prick for saying that?,not_hate
1362,We need to quit acting like a bunch of dickheads. ,not_hate
1363,I've been a complete dickhead. ,not_hate
1364,That was a real dickhead move of me. ,not_hate
1365,I'll do my best to not be a dickhead. ,not_hate
1366,Apologies for being such a dickhead. ,not_hate
1367,Sorry I was being a dumbass. ,not_hate
1368,She realised it was a dumbass idea. ,not_hate
1369,I am a dumbass for even suggesting it. ,not_hate
1370,This is a really dumbass example. ,not_hate
1371,Of course my dumbass self fell for that. ,not_hate
1372,I have met many women and I hate every single one of them. ,hate
1373,I have met many trans people and I hate every single one of them. ,hate
1374,I have met many gay people and I hate every single one of them. ,hate
1375,I have met many black people and I hate every single one of them. ,hate
1376,I have met many disabled people and I hate every single one of them. ,hate
1377,I have met many Muslims and I hate every single one of them. ,hate
1378,I have met many immigrants and I hate every single one of them. ,hate
1379,"I absolutely loathe people, especially if they are women. ",hate
1380,"I absolutely loathe people, especially if they are trans people. ",hate
1381,"I absolutely loathe people, especially if they are gay people. ",hate
1382,"I absolutely loathe people, especially if they are black people. ",hate
1383,"I absolutely loathe people, especially if they are disabled people. ",hate
1384,"I absolutely loathe people, especially if they are Muslims. ",hate
1385,"I absolutely loathe people, especially if they are immigrants. ",hate
1386,"Whenever women look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1387,"Whenever trans people look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1388,"Whenever gay people look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1389,"Whenever black people look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1390,"Whenever disabled people look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1391,"Whenever Muslims look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1392,"Whenever immigrants look at me, I think they can sense that I feel nothing but contempt for them. ",hate
1393,I don't have anything against women but most of them are pretty disgusting. ,hate
1394,I don't have anything against trans people but most of them are pretty disgusting. ,hate
1395,I don't have anything against gay people but most of them are pretty disgusting. ,hate
1396,I don't have anything against black people but most of them are pretty disgusting. ,hate
1397,I don't have anything against disabled people but most of them are pretty disgusting. ,hate
1398,I don't have anything against Muslims but most of them are pretty disgusting. ,hate
1399,I don't have anything against immigrants but most of them are pretty disgusting. ,hate
1400,I am trying to get along with women but they are just too repulsive. ,hate
1401,I am trying to get along with trans people but they are just too repulsive. ,hate
1402,I am trying to get along with gay people but they are just too repulsive. ,hate
1403,I am trying to get along with black people but they are just too repulsive. ,hate
1404,I am trying to get along with disabled people but they are just too repulsive. ,hate
1405,I am trying to get along with Muslims but they are just too repulsive. ,hate
1406,I am trying to get along with immigrants but they are just too repulsive. ,hate
1407,"If you are a woman, then you are probably stupid. ",hate
1408,"If you are a trans person, then you are probably stupid. ",hate
1409,"If you are a gay person, then you are probably stupid. ",hate
1410,"If you are a black person, then you are probably stupid. ",hate
1411,"If you are a disabled person, then you are probably stupid. ",hate
1412,"If you are a Muslim, then you are probably stupid. ",hate
1413,"If you are an immigrant, then you are probably stupid. ",hate
1414,Those women might look human but they are just parasites to our society. ,hate
1415,Those trans people might look human but they are just parasites to our society. ,hate
1416,Those gay people might look human but they are just parasites to our society. ,hate
1417,Those black people might look human but they are just parasites to our society. ,hate
1418,Those disabled people might look human but they are just parasites to our society. ,hate
1419,Those Muslims might look human but they are just parasites to our society. ,hate
1420,Those immigrants might look human but they are just parasites to our society. ,hate
1421,"Even if women are nice sometimes, they are still nothing but human garbage. ",hate
1422,"Even if trans people are nice sometimes, they are still nothing but human garbage. ",hate
1423,"Even if gay people are nice sometimes, they are still nothing but human garbage. ",hate
1424,"Even if black people are nice sometimes, they are still nothing but human garbage. ",hate
1425,"Even if disabled people are nice sometimes, they are still nothing but human garbage. ",hate
1426,"Even if Muslims are nice sometimes, they are still nothing but human garbage. ",hate
1427,"Even if immigrants are nice sometimes, they are still nothing but human garbage. ",hate
1428,Women must know that they are lesser beings. ,hate
1429,Trans people must know that they are lesser beings. ,hate
1430,Gay people must know that they are lesser beings. ,hate
1431,Black people must know that they are lesser beings. ,hate
1432,Disabled people must know that they are lesser beings. ,hate
1433,Muslims must know that they are lesser beings. ,hate
1434,Immigrants must know that they are lesser beings. ,hate
1435,Women like you should know that your lives are worthless. ,hate
1436,Trans people like you should know that your lives are worthless. ,hate
1437,Gay people like you should know that your lives are worthless. ,hate
1438,Black people like you should know that your lives are worthless. ,hate
1439,Disabled people like you should know that your lives are worthless. ,hate
1440,Muslims like you should know that your lives are worthless. ,hate
1441,Immigrants like you should know that your lives are worthless. ,hate
1442,"When women talk back to me, I just want to kill them. ",hate
1443,"When trans people talk back to me, I just want to kill them. ",hate
1444,"When gay people talk back to me, I just want to kill them. ",hate
1445,"When black people talk back to me, I just want to kill them. ",hate
1446,"When disabled people talk back to me, I just want to kill them. ",hate
1447,"When Muslims talk back to me, I just want to kill them. ",hate
1448,"When immigrants talk back to me, I just want to kill them. ",hate
1449,"I can't believe these women, thinking I won't murder every one of them. ",hate
1450,"I can't believe these trans people, thinking I won't murder every one of them. ",hate
1451,"I can't believe these gay people, thinking I won't murder every one of them. ",hate
1452,"I can't believe these black people, thinking I won't murder every one of them. ",hate
1453,"I can't believe these disabled people, thinking I won't murder every one of them. ",hate
1454,"I can't believe these Muslims, thinking I won't murder every one of them. ",hate
1455,"I can't believe these immigrants, thinking I won't murder every one of them. ",hate
1456,Those women will stop laughing when I start shooting them. ,hate
1457,Those trans people will stop laughing when I start shooting them. ,hate
1458,Those gay people will stop laughing when I start shooting them. ,hate
1459,Those black people will stop laughing when I start shooting them. ,hate
1460,Those disabled people will stop laughing when I start shooting them. ,hate
1461,Those Muslims will stop laughing when I start shooting them. ,hate
1462,Those immigrants will stop laughing when I start shooting them. ,hate
1463,Women are nothing like us and that's why they deserve to die. ,hate
1464,Trans people are nothing like us and that's why they deserve to die. ,hate
1465,Gay people are nothing like us and that's why they deserve to die. ,hate
1466,Black people are nothing like us and that's why they deserve to die. ,hate
1467,Disabled people are nothing like us and that's why they deserve to die. ,hate
1468,Muslims are nothing like us and that's why they deserve to die. ,hate
1469,Immigrants are nothing like us and that's why they deserve to die. ,hate
1470,"If women like you refuse to fit in, they should suffer for it. ",hate
1471,"If trans people like you refuse to fit in, they should suffer for it. ",hate
1472,"If gay people like you refuse to fit in, they should suffer for it. ",hate
1473,"If black people like you refuse to fit in, they should suffer for it. ",hate
1474,"If disabled people like you refuse to fit in, they should suffer for it. ",hate
1475,"If Muslims like you refuse to fit in, they should suffer for it. ",hate
1476,"If immigrants like you refuse to fit in, they should suffer for it. ",hate
1477,Women are never going to change so we should just get rid of them. ,hate
1478,Trans people are never going to change so we should just get rid of them. ,hate
1479,Gay people are never going to change so we should just get rid of them. ,hate
1480,Black people are never going to change so we should just get rid of them. ,hate
1481,Disabled people are never going to change so we should just get rid of them. ,hate
1482,Muslims are never going to change so we should just get rid of them. ,hate
1483,Immigrants are never going to change so we should just get rid of them. ,hate
1484,They must be fucked in the head if they are women. ,hate
1485,They must be fucked in the head if they are trans people. ,hate
1486,They must be fucked in the head if they are gay people. ,hate
1487,They must be fucked in the head if they are black people. ,hate
1488,They must be fucked in the head if they are disabled people. ,hate
1489,They must be fucked in the head if they are Muslims. ,hate
1490,They must be fucked in the head if they are immigrants. ,hate
1491,Their lives aren't worth shit to me because they are women. ,hate
1492,Their lives aren't worth shit to me because they are trans people. ,hate
1493,Their lives aren't worth shit to me because they are gay people. ,hate
1494,Their lives aren't worth shit to me because they are black people. ,hate
1495,Their lives aren't worth shit to me because they are disabled people. ,hate
1496,Their lives aren't worth shit to me because they are Muslims. ,hate
1497,Their lives aren't worth shit to me because they are immigrants. ,hate
1498,I've been around enough women to know they're all complete assholes. ,hate
1499,I've been around enough trans people to know they're all complete assholes. ,hate
1500,I've been around enough gay people to know they're all complete assholes. ,hate
1501,I've been around enough black people to know they're all complete assholes. ,hate
1502,I've been around enough disabled people to know they're all complete assholes. ,hate
1503,I've been around enough Muslims to know they're all complete assholes. ,hate
1504,I've been around enough immigrants to know they're all complete assholes. ,hate
1505,I'd be okay with women if they weren't such massive scumbags. ,hate
1506,I'd be okay with trans people if they weren't such massive scumbags. ,hate
1507,I'd be okay with gay people if they weren't such massive scumbags. ,hate
1508,I'd be okay with black people if they weren't such massive scumbags. ,hate
1509,I'd be okay with disabled people if they weren't such massive scumbags. ,hate
1510,I'd be okay with Muslims if they weren't such massive scumbags. ,hate
1511,I'd be okay with immigrants if they weren't such massive scumbags. ,hate
1512,Women think they're special. I hate them. ,hate
1513,Trans people think they're special. I hate them. ,hate
1514,Gay people think they're special. I hate them. ,hate
1515,Black people think they're special. I hate them. ,hate
1516,Disabled people think they're special. I hate them. ,hate
1517,Muslims think they're special. I hate them. ,hate
1518,Immigrants think they're special. I hate them. ,hate
1519,I don't understand why you'd like women. Everything about them disgusts me so much. ,hate
1520,I don't understand why you'd like trans people. Everything about them disgusts me so much. ,hate
