ID,text,label,source_sheet
138542,We need to demand cops  spend time in prison for SHlT like this Punk Ass Cowards all of them and not one checked to see if she was ok after she collapsed....A handcuffed woman...some real Heroes,hate,Humiliation
138550,Dumb bastard thinks he can do what the white boys do and still be a cop. Reminds me when my mom would say women can't do what the guys do and still be a lady.,hate,Humiliation
183995,"Disgusting. I thought cops were supposed to educated these days. I thought a high school diploma was no longer adequate. 
So what gives?
I'll tell you. The recruitment part of the police service looks for particular type of person. And too often these days it seems they are purposely recruiting those self centred ego maniacs we all went to school with. Nowadays we'd call them bullies. So why are we arming them? These ego driven trigger happy asshats should be doing security at Walmart and NOTHING ELSE. 

Hire the right cops. Hire SMART cops. Change the system for the better.",hate,Humiliation
996,Bastards! Why are they arresting kids?,hate,Humiliation
4594,As an African-American no matter what we still going to fight until the day we die because no matter what we do those assholes going to try to kill us and we have a black president and still no justice,hate,Humiliation
8389,"""....well you were identified..blah blah blah!"" Bullshit! Cops are the biggest assholes and they could not even think of a legit reason to why they arrested her
Without water...we are all going to die and this is exactly what is happening!",hate,Humiliation
22246,"Get these nasty bastards in a holding cell, and re-train every officer in the country after rounding up all the GLOCK goddam death machines, if you can't work a safety you have no right to touch a fire arm...",hate,Humiliation
22309,"I have met very few good cops. If they were good cops, they were damn good cops and used common sense and had a heart.

The rest (95%) are egotistical assholes who abuse their power and lie worse than the actual criminals. 

Not everyone is a criminal, but cops treat you like dirt, then apologize if they are only caught.

No respect given because it is all a money racket, government income...If you are broke, you are getting convicted. If you have access to money, you can prove your innocence.",hate,Humiliation
2566,Why you are bastards dont fight for your country !!!!!,hate,Humiliation
3900,Improve our national infrastructure and our economy? Why would we do that? Tree hugging hippie bastards!!,hate,Humiliation
4377,This was so sad. They say they are like family but yet hold them by their necks and dress them up for a beauty contest then fuckin eat them!!!! WTF! Yes animals are eaten every day but they aren't treated as family and used for a contest just to be eaten in the end! Humans are such assholes!!!! Animals deserve respect not to be looked at as food.,hate,Humiliation
15242,"These assholes come in here to the western himispher and destroy everything, now pretending to be concerned about climate change while still drilling for oil and dumping in into our waters.... and what's this about cloning trees?? 
Don't pretend to be concerned when you are still out destroying elsewhere.......",hate,Humiliation
15804,"Where were these assholes when the cops shot and killed the unarmed black people?

I'm not against revenge but to do it right you have to get exactly the people responsible, not people who might be similar. Isn't it sad that the cops who killed those people are watching these good cops get killed?",hate,Humiliation
39386,you sick bastards,hate,Humiliation
49226,"If you people (blacklivesmatter assholes) behave like chimps in a zoo when there is a banana shortage then its really fucking hard to sympathize with your cause or see you as serious, developed, civilized human beings. Your racism is only matched by your narcissism and entitlement. All lives do matter. That is how a democracy works.",hate,Humiliation
19158,"I thought these bastards were pro-gun, so why were they rushing him off stage?",hate,Humiliation
51383,uneducated bimbo,hate,Humiliation
52943,Netanyahu is a sick racist  bastard,hate,Humiliation
69749,"Dennene Martinez Dennene who are you to judge you aint god you don't know his life you weren't there to know what lead up to his opinion or his situation and how dare you say them things about him or his children maybe needing help or food stamps and saying his kids are going to have guns how ignorant can someone be looking in your own backyard before looking good in someone else's because your kids one day might need to have help with food stamps and how do you know your kids won't be around the wrong crowd and they might mess with guns and drugs so you shouldn't make dumb comments like that because you don't know or live there lives and STOP judgments against people that you know nothing about.  I repeat cuz it is important  to you... so you shouldn't make dumb comments like that because you don't know or live there lives and STOP judgments against people that you know nothing about.  Free speech means exactly that he is free to say whatever he wants and not have some bossy biatch try to tell him how to think.  how dare you.  the nerve of some people to think they or their opinion matter to anyone but them, sorry chickie you aint that special",hate,Humiliation
83563,What a dim witted bimbo.,hate,Humiliation
86028,"Obviously he is going to kick, it is human reaction you dumbass bitch. He asked politely to get off and then they keep doing it, he reacted because he is in pain you fucking asswipes.  American Police is full of fucking asswipe chicken shit retarded dumb bitch ass fucking cunts. Fuck them I am glad I'm not in america.  The soldiers, they fight for freedom, for the people and the people they fight for get harassed and asshat police, might as well just fight for freedom if this what they call fucking freedom.",hate,Humiliation
98004,"Aung San Suu Kyi is a fraud. The fact that she's complicit to these atrocities, and is a Nobel Peace prize recipient is unfathomable. What a piece of work that phony biatch is.",hate,Humiliation
189999,"Jesus Muñoz how the eff does this asswipe think it's okay to respond that way in front of children? Obviously under zero circumstances is it okay for him to respond so aggressively, but ESPECIALLY with her kids in front of him. Prick.",hate,Humiliation
251779,Stupid ass Alicia Keys and her troop of bimbos!!!  Who in their right mind supports these ignorant idiots?!  I can't even believe the garbage that these hypocrites are preaching about!!  This is America people!!!  Wake the hell up and if you don't like it here get the HELL out!!,hate,Humiliation
258429,stupid blonde bimbo defending mudslimes,hate,Humiliation
289362,"I dont get it there are teenagers who were jailed and attacked over FB posts... stating they disrespected the country.

And this asswipe incites violence and hate... and gets elected to a position of power.... he should be jailed.

#IncredibleIndia #IntolerantIndia",hate,Humiliation
303316,Can't believe Canada elected this male bimbo. What a supreme & utter moron.,hate,Humiliation
999,AJ+ forgot to mention that the little bitch tried to kill someone.,hate,Humiliation
3948,Yes he does trust me. If trump wins Obama and Hillary will be headed off to prison. Why else would Obama be so endorsing that Bitch? Cause he don't wanna go to the slammer and neither does Hillary.,hate,Humiliation
8016,"The County Sheriff has stated: ""People with an ideology and agenda not from here are bringing it here."" And that's bollocks. This is native land you're on about. That ideology is more 'from here' than you are, dipshit.",hate,Humiliation
12757,Kaitlin Staggs okay this bitch pisees me off. Like really? Ugh lol since we were just talking about yoga. Must be our skinny white girlness. I wish my pant size got this memo as well as my bank account.,hate,Humiliation
16582,"If Israel wanted peace it would have stole it by now.

Stupid Zionist Bitch. If we stole Canadian homes they would make our lives a living hell.  WAhhhhhh they started it!!! wahhhhh",hate,Humiliation
21962,Mark Kirk is a disgusting P.O.S. Who would ever vote for a whiny little bitch like Mark Kirk?,hate,Humiliation
87022,YES! FINALLY JOHN BONER IS LEAVING.,hate,Humiliation
53427,fucking shitbags ficking assholes is that all they do hide behind machines,hate,Humiliation
53906,"I am not religious, but be sure, american bastards and parasites, you will get a similar attitude in his address to  the entire Eurasian continent.",hate,Humiliation
43181,Muslims are assholes. #Allofthem,hate,Humiliation
81527,"Those pesky Muslims coming to our countries to pinch our cheap biscuits and get blow jobs and shag our ginger ladies  how dare they ,bloody idiot",hate,Humiliation
39818,"Wow.....if Germans were this stupid in the 1930s, it's easy to see why they were so easily-led by Hitler.",hate,Humiliation
39823,"Stupid Germans! Build the wall and keep them inside, have a nice party !",hate,Humiliation
39888,"Hey germans, you are so stupid for doing that, sooo stupid. and you will find out why very soon.",hate,Humiliation
54856,"😂😂wtf! People made this video really believe that racism is just words, and clearly whites are not racists! What a punch of ignorant cockroaches lol",hate,Humiliation
291303,Piss poor opionion piece. North Korea never stopped developing thier nuclear weapons program and never stopped selling nuclear capable arms shipments. Of course seeing the comments clearly shows people are so stupid as to beleive this doofus.  https://www.theguardian.com/world/2013/jul/18/history-north-korea-arms-dealing,hate,Humiliation
6651,"What I can see is Pakistan is trying to evade Kashmir and India is trying to evade Kashmir but no one really care what Kashmiri wants? 😂 just bunch of morons sitting infront of their Computers who don't even have guts to kill a cockroach are talking about big things lol ""CYBER WAR"" LOL",hate,Humiliation
17469,Muslim have taken over not just London but the whole England. They are like cockroaches 😂😂😂 they are everywhere!,hate,Humiliation
96773,jew are cockroaches THEIR CAN LIVE THREW A NUKE its a  cockroaches,hate,Humiliation
39828,hahahhah ultra cucks rapfugees welcome lol,hate,Humiliation
39859,Get back to the desert you fucking cockroaches.,hate,Humiliation
49200,"Honestly, fuck you you lying black bitch
Blacks commit over half the total murders in the USA and 90% of the inter-racial murders. So forgive me if I don't give as fucking shit about the occasional dead nog like Michael Brown. If blacks really cared about black lives, you'd think they would start to do things like stop killing each other so much and even just obeying the law
I guess skanky black cunts like her are too retarded to relate her race's criminal behavior to getting shot by the police occasionally
And a big fuck you to AJ+ as well,  you Islamofascist Moslem slime bags",hate,Humiliation
2337,"Black people are so fucking stupid, I would never accepted his apology, just let him be on his way out of the college and on to another one, this will all be forgotten by the end of the month, whether he apologizes or not, so why bother with some apology written by him we know he didn't write the apology letter, he just read it.",hate,Humiliation
88472,"Hillary isn't human, she's a weathercock. Pardon my french.",hate,Humiliation
255864,"Oh No just thought of something , this sick sob bastard balless no good for nothing piece of shit wont even care everyone hates his sick ass, People like this love it, hes probably laughing at us all, this cock sucking fagghot bastard coward low life spending money on stopping the heart of something that did NOTHING to him, NOTHING just for kicks, HES SICK!!! perverted BIG MAN! BIG ASSHOLE BIG FUCKING BASTARD",hate,Humiliation
50407,"One stupid motherfucker.  Hope this douche bag enjoys the 15 years hard labor.  Don't do the crime if you can't do the time asshole.  Biggest fucking idiot I have ever seen. He thought he would be ""cool"" to have a ""flag"".  Look at this fucko.  HE WILL NEVER BE COOL. I don't feel sorry for him one iota.",hate,Humiliation
52042,hitler ass mother fucker piece of shit #fuckdonaldtrump,hate,Humiliation
178810,comeon you mother fucker filthy animals. go back where you coming from.  and take your fuckin culture and religion with you. what do expect from Hungarians or other nations in Europe? You entering the country illegally ruin everything on your way running your fuckin mouth all the time complaining about everything how bad everybody is except you. open your eyes original  Europeans and don't buy this biased reporting,hate,Humiliation
94846,They're killing the fucking planet. What a bunch of retards.,hate,Humiliation
220253,Saudi mission: divide Muslims and spread hatred among people by fake Sunni-Shia wars. Mulsims used to live in peace for years before these pig extended their salafi takfiri ideology with oil money. ,hate,Humiliation
207197,She is a liberal idiot..Some of her remarks are so stupid I can't even believe she is actually representing anyone..Next to that idiot that said Hank Johnson who said Guam would capsize because there would be to many people living on it she is definitely in second place for dumb ass of the year award..Ha,hate,Humiliation
78755,1.6 million dollars in gold just there for the taking no major planing needed or nothing? Wow dam morons all should get fired that wasn't a robbery it was shoplifting.,hate,Humiliation
153265,You guys know that this clowns are getting rich out of this type shows. Their rating are climbing like hell. All that talk and shows are their plan of fams since the start! Nobody taking presidency seriously anymore. It's all now entertainments today. America is falling. I smell WW3 is near because of racist act in the future. Someone big(Country Leader) will be offended by this 2 clowns.,hate,Humiliation
195171,"Well, yay for fucktards everywhere. They just make themselves look stupid. I find this sad and kind of funny. Multiculturalism is a beautiful thing and the more we have dicks like this who cry and whine about diversity the further we become apart and less we become more involved in each other's communities. The right wingers in any country have no fucking brains I swear lol.",hate,Humiliation
281096,"these cops should be charged and in jail,they are animals and also should not be free with pay.they should be made to compensate this young man a million dollars each for his pain and suffering.let them pay for the rest of their lives for what they did",hate,Humiliation
4361,"So what....when our people killed you Mutha fucking incest practicing rednecks show mug shots all over the tv, traffic mug shots at that smh so yours who are dead are collateral damage just like our people when you kill them.",hate,Humiliation
138490,"Arrested for not leaving.... wooopeee fuckin doo!! She resisted arrest because the cops have a bad reputation! Bourne out by this video! Had it been a white cop nothing would have happened or the video would have gotten lost in the mail! Yeah we know how it is fucktards, tiny dick men with a chips on your shoulders wanting to play at being big men! US police! The biggest organised crime syndicate ever devised! Biggest bunch of legalised criminals that roam your streets! Its not just that guy but the others around him they should all be fired instead they get a raise and some paid vacation!",hate,Humiliation
47074,"fucking behave yourself you fucks. how is 13% of the population over 50% of violent criminals in jail??? and no its not systematic racism. its black people being dumb as fuck, breaking the law, getting incarcerated, then blaming white people. fuck blacks. theyre the only ones perpetuating racial tension in america. No one who is relevant or has half a brain judges someone based on their skin color.",hate,Humiliation
50580,"Parasites.
Go Home.",hate,Humiliation
93356,traitors letting this animals in.. we will regreat this at some time.. but then it will be too late,hate,Humiliation
194492,More bodies for allah's corpsepile. Fuck islam and the retarded primitive apes that believe in that bullshit.,hate,Humiliation
3928,Pure corporate greed!!!!👎,hate,Financial Power
12797,"pathetic.. btw just like we have traffic crossing guards for a few hours a day, can't we have a few cooks that cook on premises? healthy and efficient? better than giving these greedy corporations your money.",hate,Financial Power
20559,It's amazing how blatant the control corporate America has over that and other countries. They don't even try to hide what they are doing. I'm sure we are just witnessing the ugly death of an empire swallowing itself in greed. At any expense. Life will go on but this system will not be able to sustain itself much longer.,hate,Financial Power
20584,"Bless her, those aholes they could put an eye out, what weiners earning their dirty money like that for greedy companies destroying our earth.  May the Gods and Angels protect you all.",hate,Financial Power
36347,Here's what it looks like when corporations steal our government.,hate,Financial Power
37276,This makes me tear up every time I see something about the struggle of Standing Rock. They are trying to protect the water we use for drinking and growing our food. Corporate greed has gotten out of hand.,hate,Financial Power
39949,"The saddest thing is that these kind of greedy corporations has something in common. Once they did suck the blood out of that particular place and by the time people starts realizing the damage ,then that'sthe time for them to moves their 
business to another country. But who let them come in?.... corrupted  officias who doesn't care for their people. 
SAD.",hate,Financial Power
46018,Greed is the reason why. The silent world is a disgusting greedy place mad by Corporate greed. War is money and for the Rothschilds Rockefellers DuPont's Saudi Leaders etc of this world because all death leads to their profits. Destroy these families and not families who have no power and then the world can wake up and stop this senseless killing.,hate,Financial Power
53729,Damn all world greedy companies.,hate,Financial Power
57166,"It makes me wonder whether the spills are intentional. It makes me wonder whether there are underlying agendas behind these ""spills"". Don't trust these greedy satanic companies and their prostitute politicians.",hate,Financial Power
78719,"Haha! Good for him! 👍🏻 hoping he gets away with it. Would have just gone into the usual greedy corporate hands anyways. Do some good with it bud, pay something forward then take off somewhere sunny!!!",hate,Financial Power
89203,"Good luck to you, I have so much hatred for companies that exploit this type of labour and make millions selling it on.  I have tried to set up my brand with only hand made items as best I can.  Everything is done in house by myself in the U.K. and sold in the U.K. If I can't make it, I don't sell it.  I would love the rest of the world to follow suit but the greedy capitalist world we live on controls us and peoples attitude to get others to do things they can't be bothered with is allowing them to continue. Give credit where credit is due and pay people for their art. I hope they win it.",hate,Financial Power
98238,"So this pipeline is on reservations? Why does the pipeline need to disrupt the reservation? Hasn't enough treaties been broken? Obviously not, all for greedy big corporations!",hate,Financial Power
125325,"United Airlines has to be one of the worst (out of very many greed-focussed, unethical corporations). I hope they go down for this. It's unbelievably bad.",hate,Financial Power
136249,"I am sick and tired of greedy companies taking away land from Indigenous people! Just leave them alone. Haven't we done enough to them in the past! 
This makes me so angry that they think they can do this even though the Chief's of the tribes says NO. 
Shame on those oil pipeline companies!",hate,Financial Power
140500,"You know, I bet the cure for cancer has been discovered, but it's being held secret. Why have people pay you, let's say $100, for a medicine when you can charge them thousands for chemotherapy until they die. Large corporations with their greedy evil minds, man, that's what's running the world.",hate,Financial Power
141294,"The only reason some people don't like the affordable care act is because it mainly help low income people,  unfortunately that's a vast majority of America......seriously the blame goes to the greedy pharmaceutical companies and hospitals that charging ridiculously prices to take care of us......other countries charge fractions less than we do.",hate,Financial Power
166148,"Im no Trump supporter and i do get the anger, but far right movements are on the rise in europe since the early 2000, corporations and banks are stealing our lives away for years, greed and racism is a big part of our society ever since i came to realise whats going on around me. The voices were few and were getting less and less by the year, we inhaled tonnes of teargas and broke our bodies from police brutality in protests and noone gave a damn, and then Trump gets elected and all hell broke loose.... sorry to say guys its a bit late now for tears, Trump is the flower of a seed that had been planted decades ago where you were all watching the real housewives and the xfactor sipping on cola and eating burgers when our world was slowly getting taken away. Obama dropped a bomb every 3 hours in 2016, police brutality was the worst i have seen in the U.S than any other time. Exactly how was he better? Did he fight capitalism? Militarism? No.",hate,Financial Power
225425,The native Americans showed us that we can stand up to corporate greed if we can stand up as one. This is so inspiring!,hate,Financial Power
228289,"Vaccines are a scam which make millions seriously sick, cause horrible diseases, and kill thousands more. Stop trying to push vaccines on any country, in the name of corporate greed and population control!",hate,Financial Power
259475,"It's all about"" PRISONS FOR PROFIT"" Greedy corporations and stockholders like  Alt Right Jeff Sessions.",hate,Financial Power
185,Mark Zuckerburg is a corporate thief.Shit he stole the platform for Facebook.That should tell you all you need to know about him.,hate,Financial Power
25874,"Modern socialism is simply taking a percentage of the fruits of capitalism, and redistributing them to the less fortunate.

Most sensible 1st-world countries do this.

The USA has a tendency to allow its rich elite to take all of the profits for themselves and make money on the interest.

There is no such thing as ""trickle-down"" economics ... the greedy make money and keep it for themselves.

Ok - their might be some ""aspirational"" benefit ... but the American Dream is as much of an illusion today as winning the lottery.

Due to the incredible tax breaks on the top corporations, the little guy has no chance of breaking through and getting their own yacht or jet. They'll be lucky to sell their business unscathed.

Socialism, at its best, helps capitalism ... offering support for fledgeling businesses, investing in companies that may be at a risky edge of renewable energy,  (R&D)

Socialism benefits capitalism by making sure that all working people have money in their pockets, contributing to the economy with that extra money as they spend their hard-earned  on their hobbies in their free time. [VERY important]

Socialism, at its best, lifts up and protects those that are in need ... and asks those that are not in need to pay for it.

It's a family unit - done as an entire country.

The breadwinners provide for those that can't.

That's socialism.",hate,Financial Power
124905,"Free Native Americans, their Land and water. US Government & all the greedy evil corporation and oil companies involved, Back off! The world is watching you all !!!",hate,Financial Power
138185,Trump is the face of corporate greed. And the poor loves him? Ironic.,hate,Financial Power
142329,"So much bullshit don't even know where to begin.... but let's start here....it's not climate change, it's called geoengineering or climate modification. 

This stuff won't be good for the environment in tandem with chemical fertilizer and Pesticides. 

Focus of corporations stealing and poisoning of water is being completely covered up and forgotten in order to sell this product.",hate,Financial Power
225492,"I am with the Native Americans.   Clean water and protecting their land passed down generations is a natural right. Do they (greedy corporations + other greedy political powers) want to steal more? They have stolen way too much already. Too much. Enough is Enough. There is a limit to savageness and greed. Learn from the Native Americans and their ways, how they believe we are apart of nature not a part from nature. We need values like this for humanity to survive and for climate change to mitigate and stop now.",hate,Financial Power
227991,"It's not about the pipeline. A modern well maintained pipeline will last for decades and is by FAR the safest way to move crude oil... Period. It's about fucking with people's land in general. Not to mention people's land that was given to the by the federal government as a consolation prize for government sanctioned genocide. So build your pipeline but route in through public land. Sure the pipeline might take longer to construct and cost a few million dollars more but, greedy corporate America you can afford it!",hate,Financial Power
265891,"The world is starting to wake up for what the real united states stands for: GREED. This corporate owned country will kill, hurt, imprison, invade, lie, manipulate, corrupt and do whatever it takes for the almighty dollar.",hate,Financial Power
30230,I hate Victoria secret 🙄 I got fired a week into the job because I had green hair....I WAS HIRED WITH GREEN HAIR!? Ur manager complimented me on my hair and now ur kicking me out because I have 'unnaturally' colored hair plz 🖕🏼,hate,Financial Power
125335,"Boycott United!!! It's as simple as that. It will surely drive the message home because United is all about the money. My daughter was flying from Arkansas to Colorado then to Spokane.  She had surgery due to a boating accident.  She was flying alone and in a wheelchair at the airport in Colorado. We flew up to Spokane to pick her up. There were so many delays in Colorado.  Not one United Air employee helped her even after seeing her in a wheelchair and looking very weak. She finally found out she had to stay overnight and no vouchers were given. They said they weren't required to do so.  I had to book her a hotel that was 40 minutes away and she had to go there by taxi and it was after midnight.  I HATE UNITED for treating her that way!!!   No airline should be allowed to overbook a flight. Flying is no longer pleasurable. It is stressful. The airlines are creating this chaos. I would've flipped out myself if they told me I had to get off the plane after I boarded and was seated.  Don't overbook, make sure your have ample seats for your crew to fly if needed. I will never fly United again.",hate,Financial Power
125352,"I hate United.    When you buy a ticket from them it's a contractual agreement between us.   United has no interest in maintaining their side of this contract.   They will cancel your flight, never take off on time, always arrive late, change your seat assignment, take away your seat but never consult with you.   United treats this contract as a joke;  you the passenger is the sucker.   That CEO Munoz is brain dead.",hate,Financial Power
144,the rich are greedy,hate,Financial Power
145,"'Americans'....all smug, self-righteous European invaders, murderers and thieves....still doing whatever they want and piously calling themselves leaders of justice, and freedom.",hate,Financial Power
152,Leader of fake news. Satan's real son.,hate,Financial Power
8868,"The only reason we still use fossil fules is because of the greed and power of corporations and what they have on our government. Tax them, make those rotten power drunk billionaires change and better our world. We need to stop allowing them to control everything we eat drink and do.",hate,Financial Power
18465,"This is why you do not allow US gov't to take your own knowledge, scientists, technology for US government to use it against your own country or to the world.

It would also mean to me that you do not mess with a tiny nation that can create giant technology. This is actually a warning to both islams & greedy corrupt elites.",hate,Financial Power
49015,People are so selfish and consumed with greed. Look at all those morons wasting their day for the incredibly slim possibility of being a billionaire. It's pretty sad in my opinion...,hate,Financial Power
49346,"Many countries are struggling to feed their own people in their own countries. I'm sure if everyone had lots of money like the richest families in the world who are greedy and have the money to feed everybody we would take in all of the migrants and feed them, cloth them, house them and school them.",hate,Financial Power
104444,Elites job: make an afghan terrorist make another one hero just for profit/propaganda who the hell cares he could be an afghan police officer in Afghanistan but why he isn't! I don't appreciate that bro to serve for the morons to serve for elites to serve for those whose bombarding your motherland everyday whose killing your country men who's supporting both side of war in your country! I don't blame you I blame your feelings your greed shame on you/Shame on us !,hate,Financial Power
138396,"I am so sorry, that this is happening, especially when there is a cure. Greed is overwhelming. It is perhaps the deadliest, and worst of the seven sins. It makes the elite, the despicable monsters they are. My prayers are with you.",hate,Financial Power
178404,"All these do called refugee supporters have never been in a Muslim majority neighborhood, or hell a Muslim majority country. But they are always the first one's saying take them in. Angelina, you should let a male live in your house then, i hate when the rich suggest what the lower/ middle class should spend our money on. Stupid bitch.",hate,Financial Power
181019,"A great nation but sadly ruled by an uncaring and greedy elite.

Both candidates are frankly awful. I feel for the decent US citizens.",hate,Financial Power
105,What a greedy motherf*cker!!!,hate,Financial Power
125,"Isn't he the little shit face Jew who bought all the houses surrounding his own so he wouldn't have any neighbors?    So Zuckerberg's lawyer said to her, ""Hey how does it feel to get $400 for land you never knew you had?""   Well if that isn't a Jew for you nothing is!!!!!!!!!!!!!!!!!!!!!!!!!!!",hate,Financial Power
8814,I seen a video the other day which said we've passed the point of no return now and within 50 years we will see major damage to the planet. All because corrupt greedy pricks in power won't do a damn thing to stop it getting worse. Well done elite corrupt bastards,hate,Financial Power
36140,"Seeing this.. then seeing evil greedy people sitting behind religions with tax free lives claiming to be here for the people with peace, love and forgiveness.. makes me sick! Youll never see the millionaires making a difference, thats the true definition of evil..",hate,Financial Power
70220,"America has long had a serious problem because of greedy arrogant white supremacist and nazi trash.

Those types have always sought to discredit or destroy anyone or any group that does not serve or submit to their will.",hate,Financial Power
129766,"Bastards! That few amount of people shouldn't have that much money! Do something good with that money you greedy bastards! Donate to charity, help those in need and deserving of it. Obviously don't help those who don't deserve it, but those who do.",hate,Financial Power
34815,"Gulf states need to rot in hell, they have no compassion for their Muslim brothers!! No they are to busy building tall buildings in Dubai and decorating a Christmas tree with 35 million dollars in jewels!! Disgusting and pathetic if it wasn't for the oil that makes them so filthy rich they would be nothing but dirty bedouins!",hate,Financial Power
86808,God I hate rich hipsters...,hate,Financial Power
332207,But lets be clear the First branch in a new region even if it's a chain company is always place to please. They may have a way better service/coffee at this one location than any other place. They will place a high standard on this starbucks to try their hardest to represent their brand name. Btw I HATE STARBUCKS but this is how business works.,hate,Financial Power
337772,"i hate people who say ""money isn't everything"" because they probably have never had to live struggling for it",hate,Financial Power
345379,"I fucking hate the saud family...
Bunch of rich fundamentalist Sunni cunts...",hate,Financial Power
344968,"White millionaire fakes tears over something other white people did so non-white people can look at it and say ""Look, a white person cried.""

White millionaire adds that since he cried on TV, another white guy must also cry, since he did it first and it's only fair.

Leadership at its finest.

I fucking hate this country.",hate,Financial Power
187804,"I'm sad, anoyed , mad because this childs are the victimes of mass-media , victimes of this stupid system created by rich people who wants every day more and more ! This are the results of people who want power, money and control !",hate,Financial Power
50408,Just your average white entitled bastard you see in college now a days. Wait did he say he is from UVA a school known for wannabee rich people just full of white devils Malcolm X told about. It is also full of Asians and Indians and also Arab Americans who think they are White sadly. And did I FORGET the uncle toms .,hate,Financial Power
76330,Typical USA goverments & rich people shitting on people all over the world & they wonder why they are so hated & even by their own real American people....cant feel sorry for them when they get attacked in any forms its just karma coming back on them,hate,Financial Power
96499,okay. so they're crushing over him because he's a chai wala? not so much if he was a university student? classism?? get over it. there are good looking poor people. there are ugly rich people.,hate,Financial Power
193036,Bored Rich people Will do anything stupid for thrills!!,hate,Financial Power
11157,"From a Canadian point of view Trump winning only proves that your press was inciting the people to be anti Trump and instead of actually figuring out what the issues were and why he was elected the press made it a personality contest.
Trump said a lot of unpopular things some racist and stupid but to me he won because he is thinking what the majority of Americans were thinking.
Where's my job and where's my standard of living going.
It may be wrong all of it but sorry America has been declining for a lot of years the same here in Canada.
You allowed corporate greed to outsource your standard of living somewhere else and your elected politicians helped them.
So I suggest you give him a chance and stop listening to the news as they only spew the corporate interest.
You haven't had good news in about 25 years because the press use to tell the truth now they do not.",hate,Financial Power
36873,Hooray - a decent human being in this sea of hypocrites and greedy corporate wolves.,hate,Financial Power
107430,"This is not just a problem for natives, it's a problem for every one. However this is blatant environmental rascim. Everyone needs to unite against greedy corporations and stop them from raping the earth.",hate,Financial Power
168204,Duhhhh this is why Burners don't go to Coachella!!! Don't support the corporate greed!!! They are using celebrities and music to drain you of your hard earned cash!,hate,Financial Power
175507,"What we need to do is vote, and vote hard.. and vote because our parent's generation fucked up big time and we're going to be as good if not better than our grandparent's generation to fix what the baby boomers broke. I don't know about the rest of you but I had all I could take of the baby boomer's crap that the economy doing sluggishly because we're taking 'selfies' and do nothing. I think it's a little absurd that an almost an entire generation that became of age at some point between the mid 60's '70s and '80s, who at that time, had the easy access to what they call 'real jobs', who then went on to become politicians and community leaders, District Judges etc. and put into place rules and laws set up for failure during the '90s and early to mid '00s  and then have the GALL to blame us for their irresponsibility.  All of this that's happening to us now was destined to happen long before our generation even knew what money even was. We need to get out there and fix our country! Fix our government! and vote these old greedy corporate farts out of office! We need to learn more from our grandparents era and avoid their mistakes as well as our parent's. We need to fix our economy not just for us millennials, but for our children's generation, and the generations long after we've taken our last breath. WE ARE GENERATION Y AND WE ARE TAKING OVER WHETHER YOU LIKE IT OR NOT!!",hate,Financial Power
272686,"We, as a nation, must stand up for Water Protectors and stop the oil industry & corporate greed destroying the environment.",hate,Financial Power
273076,"No matter how long people protest, if it comes between government and money there's no stopping the greedy corporate America, it's sad to see how corrupt our government is, for ages they always want to take power, no matter who it is, they always take advantage, this is tough for me to say because I want justice to come to those people, but in reality I know that isn't going to happen 🙁",hate,Financial Power
292234,"I wouldn't call them police any more, I'd call the terrorists. I'd call them paid by corporate greed. I'd call them bought, because they are not protecting the people in which they serve, in which we pay for their protection..., they are no longer holding up the law, they are paid to go against everything they were sworn to do... #terrorists",hate,Financial Power
293147,"But AJ+, I like not contracting botulism, I like not having staph infections and I really like not being on fire. 

You're right though, we need more regulations and bigger government to stop these monstrous companies from slowly killing us all.

Just look what these evil companies have done to us all:

Total fire incidents in the U.S 1977 was 3,264,500 in 2013 it was 1,298,000.
life expectancy in 1930 was 59.7 years old in 2010 it was 78.7 on average.
Malnutrition, infections, Food borne illness related deaths are a tiny fraction of that before modern preservatives, cleaners & chemicals.

They are not perfect by any means, but companies are not being negligent or trying to harm their customers. They are trying and succeeding to reduce harm, there are risks to be managed and a world with restricted use of chemicals and preservatives would be many, many, many times worse.

Raise awareness by all means but please stop trying to ban things that with out them lives will be lost.",hate,Financial Power
316508,"This is freaking pathetic . Their was no need to treat this poor old man like he was a sack of trash. Screw you united airlines , have some respect for your customers . First of all you should not be allowed to kick people off of planes , you have no idea why they are on that plane in the first place it could be something serious.",hate,Financial Power
332123,"This is such a disrespectful move by Starbucks, to encroach on a rich, traditional, and beautiful cafe culture in Italy. Do they know anything about Italian coffee or the Italian coffee market??? What a joke this company is, corporate greed at it's finest. Emma say hello to sub-par, sugary, dishwater coffee! 😂",hate,Financial Power
336129,Public lands belong to the people. Greedy corporations can fuck off.,hate,Financial Power
15722,"Ask those fat disgusting billionaires in the gulf. They don t care about Syria neither about Palestine or even worst, about Yemen. Ops they care about Yemen,.they are targeting the nation everyday, with European weapons and bombs. The whole world turn up to be a very sad place ruled by a bunch of bastards",hate,Financial Power
39159,Bullshit freedom ship but the poor are not allowed to in it where's the freedom there?!?!?!? That old bastard should name it THE FUCKING RICH ONLY VESSEL,hate,Financial Power
86744,stupid liberal billionare,hate,Financial Power
111722,"so now u know how to be sucessful in life. Study hard and work hard, follow rules be kind. While cocksuckers like this get off scot free in a stupid country that has one of the most notorious law system in the world.",hate,Financial Power
111789,Human stupidity and greed are endless.,hate,Financial Power
